TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.williamfiset.algorithms.math.ChineseRemainderTheorem,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,127,0.3,2,30,396,188921,1711676879307,1.0,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9855072463768116,111111111111111111111111111111111111111111111111111111011111111111111,1.0,11111111,1,1,7,4,0.9724409448818898,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111110111011111111111111111111111111111111101111111111111111110111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111010111111111111111111111111111101111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111011011111110111111110111111111111110111111111111110111111111111111111111111111111101111111111111111111110111,0.5555555555555556,010011011,1.0,1111,1.0,1111,0.9855072463768116,111111111111111111111111111111111111111111111111111110111111111111111
