TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.williamfiset.algorithms.math.ModPow,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,78,0.3,2,14,252,130427,1711677518362,0.9512195121951219,1111111111111111111111111111111111111111111111111111111010111111010111111111111111,0.8157894736842105,11111111111011011001101111111111011101,1.0,111,1,1,2,2,0.9486404833836858,1111111111111011111111111111111111011111111110100011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101011110100111101011110100111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5555555555555556,011011010,1.0,11111,0.8,10111,0.8157894736842105,11111111111011110010101111111111011110
